business_id,destaque
cSNUKWsKZQlEy2FUXbHLsg,1
uq9fF4kFSx1pjRZj_FEazw,0
P-eJ-wtvCXHix85nW8tdGA,1
ox_TZd0gx5QYtU22XP1mWg,0
5N8R7ALESZ30EoAzVJtabw,1
EQ1cOH_mr5VyHGjhgz_vDA,1
WdkbR9X-xWX3e1COXBp_LQ,0
1SBQZNmv8Q4PUfip-oCJyQ,0
vlJSQHtMr1V5rdq4QDcJrA,1
54aDAOf5S-nsZ20o6-LVPA,1
Ow2wx0kyg2G2KYxyvsLkew,0
RanCu8q6Z6V7bUHY44P4kA,1
mEAqath30Gey2iR0v-DfkQ,0
wJtVC0oGIGMP_vNhPMv5vg,0
tqyXPBc11DbHx4BRZXeLZA,1
Go5NmEeWyTJGqFWBPauZ2w,1
RjpyCT_oQCoXd-sLy-eFUA,1
zHdMSjk9viL2MjCTT0l3Tg,1
UeyTFWMLCopiZQ9ZIfmXfA,0
B-_lsTh8uZx98Fe_esk1aw,1
ch3PvaDqj9Pm8V6J0uxYzQ,1
1IbBnyIilvIMRDJBtVOPOg,1
kljR-Bg6A3jze9JzBwRhRA,0
Hlbv_mR8R_MFZYwcc4f6TA,0
MaOGOkeJMvGg6wzDkruDLQ,0
-IXNFjtECsn8fqF047tYFw,0
9N7VAcNFqjHptX3vRWqgnw,0
q2l6L-gdvIZewh7n5_xasQ,1
P39yhVb1mR3akLeuSmH97g,0
MlwsOef4hDJVHWOzutE6yw,1
wYe2VeKghAHznLBB2H-2Yw,0
EO7RzGtvgxnRM2bHcnap_g,1
m58xFNgQ0vrtwVe6bsflbw,1
MayV0lVEVTRJlD9HRuXtkA,0
v_-CmgfcJ18BuV7Ghnp7RQ,0
I4AwdYw77_tzXq5vVEwTKQ,1
oICXzFAaUMrYGzjRWmkw4Q,1
uiblCNxg83Q44bA2PYKuYQ,0
6aOoRA6P_lmUIzFO6mX3rA,1
LkfHWBf0V4joCAWV7hLU3A,0
s9NZVgkcKyCrXHZPfp_nsw,0
8MXjK1lhVRhU3yGCUv9qsA,1
ag8gM2YKZkjndCvl2ti7kQ,1
wTtOXvbg0cpLPtvX-JjHkA,0
MwOexytJ3VlU405cx71d3g,1
WH6TE8U3B5BLRU2Ih4b4mw,0
vPPhElChg0XHY8Wz5fQQig,0
N8T_eijvaIh4eJ69mBz9FQ,0
DZkl5MleRKh0isxj1Y2Abg,1
jJcg-kE3q3FylJhewFcNQA,0
bviMnO3CdmFE1btUGlXc-w,1
itm31pyW_HQ0mqAIuLAJWw,0
S27vc4Pgdn8bmU-6mOLDDA,1
qCntVXh0P6-NVsZS3oJwNg,0
E5uJmpav2RbdZ_ibrTgByA,0
MrsXRopqPkZELTQUGQijKw,1
voZPfIBAFqooO1am2yNjNg,1
Bal9D1fzSgPvQPMzrvJF8g,0
A1Ep3RYtCLFeEOg2pAiUCw,1
KRnxsc7fMgsQk9jDPV9AIA,0
hlCex_aISt1oly8i_uNleQ,1
_T7f2wUgNlJqxsR-cR89SQ,1
3twl0YzgeU4T_OijZgXyFQ,1
cyABEo-94nt4zZDA-cYzgg,0
sJJGBO5jxWea76imTWNV8w,1
3utUsvqVVbTuz8AdSxXOyQ,1
SrLV2Ymn39DZsKjyYHdaBA,1
PPrE3wc9hihGLQOX0Y6nvg,0
YVX6j8uusZ6NUwSSYs35Ng,0
ogSBjY4agU0KDQJ2LOAc0g,0
pYSsCo7mE6Apx1nGtGTJyA,0
I2LN6tjWPn7LaJlI4apHTg,1
1-7_qijotsTGyHh2XyejuA,0
BZmZ9TTYkDe-Nm2UNAYzQQ,1
SV70qLKjNbg8oj97blnMVw,1
_GwVhLhVF_NkEjdcY0TZ8w,1
XVXDZ7I6Hk1ZSKljHtQFfA,0
wXLJtPv9OBPzZY6XeBPYzw,1
OXhnnR6LVt-v1riuM66rbQ,1
JkGNDuDmANiB4cMAhWICHw,1
3q8MtOEIJ6nC7kVv_8Mfgw,0
U5oaLJwEb-NY7Muw0jot1g,0
HWCfyPnCfbxGAXHUNwa0SA,0
ZAhVJmQXIYS-nDoDggVMJA,0
PoiXD7SMaa1iHElGb-OERA,0
-Ggr1M22MxTbP2J8L7oHqw,1
oIpR2He8uErAPmdwTwSJyQ,1
CPIZ2HxNOiBqpsL3VTFnjQ,1
SitCGPChCqlHO3bfn4GKLA,1
ok65zXeEb7QTLVd-nheQag,0
_yGc7ca7SxPKMG6VjMVAbg,1
zCDTK00wHoYDMWbcU3ldQg,1
wueHg7GGnzGpzYUkJB8Mgg,1
_f4ECv0_dCMJ__NkUsXNXg,1
Txt1znE5Vk_L_Kdim0S3Pw,1
zeJVAY-kZFrKqXEBKnl86Q,0
XHn6K_Cf0rt05qP0HgGMaA,1
ceuFV_3vBddX8j67Rr6N4Q,0
03DvzzcB5ze7lacYwZbH8A,0
MrjrxvceYEo0QPobfkp19w,1
eH2qJx-mKayso1NRH9cQag,0
VCXV_PxGkysHNQgEbtuMnA,0
8eWFZXk0Fjj2VxcbbG3NDw,0
Lpbo9wYj4pu58vJ7tlh-4w,0
RyQ03jZImFbb8FbpTE4QFg,1
1JHx_OXl2RWqt_esf2Aqhw,1
b-ek-20o-Mu57AHy14hnsw,1
c163MT4vFQD5PEIfoHZLxA,0
dKOrxsz6ygqa-AatwzpKyQ,1
mRDs0z_ys0h1NFh59vQqSg,1
KPb-7xJY1DxMwkjqk1onyQ,1
FdRZWQ8TVuKANFXcI1Do7Q,1
T3ZyZlnqXMDJ8whMYqvOAQ,1
QvVRV-XkZeWWmRyIO1Oq6g,0
nnZEctVq8hmhu587u7MOrQ,1
i3ye5ECyPcIuf0Whn5lAug,1
NRNIRY1uhvNZRhryXj2OLw,1
D0TsIM7U5UfvZ8dBdFi4sg,1
ZprB2IRXOwbzemNBFuIlZQ,1
yr17sR7UHtplXng4YlJ5Ag,0
IityDIBiedww77sxsOvvqw,0
EeQX5XniQUu8fGWGhZ5DEQ,1
Nzkvuq1-74_B3fSCLE2gkA,1
vKXOGRgZax4t18afHSVQZg,0
QVeAZXzl9i7mdMcxI5DVfw,1
RaVI3l5uEbH5dD2bJJzObw,1
q2f__ca_iK4ApUrsnBoifA,0
_BkpuQVbJTB6jht1eGvlNw,1
ihDGggt-UFXKv0FJLskyDw,0
8InMIU9WJtF_EVbKzHruwA,0
BQExW8hmH90ou7ol-91RMw,1
dpLyHcRNCR--a8oSbqHXeQ,1
PV1oXOI6U30D0DRaDN9R4w,0
EjZYT46Y2qHSoChynd0q-A,0
2CL2kcKSFvM6GQZQbNistQ,0
i2K9ZUKmukzeGBJ98f65gw,0
1FH0-rrgqziDLAw0pZD3QQ,1
FC08EHoZF2t9WIiwsMxweA,1
QHno6MF_CgSnJBY5Ig-Cug,0
Z1r6b30Tg0n0ME4-Zj2wQQ,1
DNvnu5Bs12419XP93xGkZA,0
opNr60L9KlI2DCB-e-E1yQ,1
ys1wnjZp4vKVlTGtf8ebLw,0
zJzkL4VHHksVVGepR1IAGw,1
z714BGkh_e8-moTFdjLaHA,0
QWoj22W-gc05jd8q_LPXOA,0
f_j6nrarCPEAfCHli3Viow,0
woXsHjEI-n5MF_dob1CMcA,1
CvJqu2c_J4Us4VNeFwYFsQ,1
6FE_D4VMdrsDpW1KMh7iyg,1
jedpMIkZkpVPTKxVwOqvtg,0
tcQIB7xOVbVpUUrArO-G8A,0
tm-0kaz3A2DN6HdRcPwBzw,0
nJBwEYaulNXHPAUP0OBRtg,0
iP5e3kotsblpCXBDClQ8tQ,0
2MMRdPAQDI_6VYQUdIjSzg,0
UkbIKrtTDHW8DFNJYJ5yEQ,1
AXuNlJRTzBseG90QTdDqYA,1
H7rpWv02D6WTu6IpNNDkWw,1
pkhu1GXRhtuQUSUUH_qLPA,1
6jcGsQNYgUYtwojXoMcQow,0
w-x82QFSgUKitrfNzM2pjg,1
NNR0daIlKHTp2yU3F4H36A,0
U3xIe5_9iK95S9HxduOgWw,0
pTbkdBDDKxNVjKUZ_6RAug,1
5lQj9C5lw57QZaVVMPIJ3g,0
XnkzlWMTCTIvxt6anMZ4Qg,0
YXenE_YRdnBZQJPX9C18Ow,1
hyRrezk3lbeHQRRAvV4fGQ,0
FzDeRN6HRRVpxoz2XjUOsA,1
UXzgjfob4cvZUo1JbiN_GA,0
vMxqJcpwhsL2QOG1UEZ6Mw,0
WzLXKlHrfN2Ml2fKPjyoRA,1
mymlOeTImIWcvZWFZVvbXQ,1
EyQoMv71nNxNvmzW87Nc4g,1
3CpkZgNot1KVmKBB-bzojg,0
5IEmInzR6tlsyAuOPzmvNw,1
A6IF3oOUDnPMxNQmFm48Yw,0
Ri_K4vaiRNQjlyutXgadog,1
q4M0sb8Sbyg4ExpSjwtW1g,0
kFMEdURGAp4g29oaiF5Hjg,0
1Qv_c1bCllShH1QrbmlH2Q,0
nTG85iVHPdLFAdjb6JCjig,0
ryyptYnhb8n94NnEF_MRnQ,1
9HAfloFDDOH0f8fmA5nkaw,0
eQCYur0033RkZdh5VjbF8A,0
kmEpq_OcZKMzPY1TApZbsA,0
9JuVgiTUwrfweitp_flZbg,0
UEBnR63_9PQ9WZTyVnOIYg,0
1SrUvCiYAiZlTKXAUvQn6w,0
sB5MMViUlJmeL52xu6ubAw,1
RNvVqnX-BLyT4Oe6FIyeJQ,0
l57pPj8XxRxmzsplMCeV9w,1
lJL9CcZ7dvjfOd8k7EzHIA,0
3cXsW6HxqW1HS4fcNCP1HQ,1
ps-T9NYHXg4_pP0Tyc8Ntg,1
-3pJJf-vHQfysafL0r8YsA,0
u3wWKIIdTZuAYqa2jHJoxA,0
O0j_hOPPheOGQ7K0vwV_qw,0
tbzdbivRz5BaY2G7f3RfKQ,1
1STm8Ctyc5wlvCjpb_d6YA,1
iEulhGpJwNygO9eYgbdxtg,1
6Q5-2NE3drIe31Ii3xzcQQ,1
dtIsT2opQvNNVk3RLOdYoQ,1
2-5WpknLYarNCHpXthzeZQ,1
1Ghy0rBmEcTyL6ExRs5CXg,1
Zwrpe8S2VTpfsZ1_4HCMDA,1
nYm1RyJVbQOYHWhePzmmdw,0
eKJkOicZrY-sfAXT4B50Ug,1
D0ByhfYzK_aZykfCTznt7A,1
EXd0QOsqz6sAOUjMJba_9w,1
Cxw50i7rdTnGg3NzM3rAKg,1
Peg7keJR-z_GlXK6HvaQyQ,1
4zsyBbLzY0lPC1vlvKa9hw,0
Sjj-t3_sI1OjvfKH0BFI-A,1
HJW56W-rrYeEjLeVFRR8VA,1
TozYSxnKbMECma0exWdnFg,0
P1hYLhzT5rHDpzGkYUaarg,0
X2yVWYUcip0yC8-uLGmbsQ,1
G7bJ3ufbO-7o2eFIzxlCXQ,0
-eQrkMo3BOwIW-1fR9ad0A,0
LmMxrSOKa2p239HYE8gPIg,0
hJda5g5v_2rT3D-3mSf7cQ,1
sg9k_AhqasHCma-_JnGLsw,0
BwbPzuEuIN_oFmNRJIgHlg,0
h7QJlHamZJWxOsZ90itkQg,0
tcDrRLu-vQwkRjb8V1IxmA,0
ZG-c6IDFCcTl5akKG6qW0A,1
4Bx4Js__1-EeTrDUNMFLFg,0
XxXJat55Oep1BMzQ9yJJhQ,0
lja35zyGpcmVrhCTWwVgPg,0
92TA_nRt7Wtjf_WcRY8mFQ,0
vbg-B4T05TCyZGOk2L8WCQ,0
CztDemHy1q1f2R3VV9jmvA,0
SSCgpKNpco3l-YZ2MC-lMw,1
rXcq6CWUlrUhZPQUs1U35Q,1
PoaBPxR8bo-xQKS980ThZA,0
YrT9HFcGCJIEf0dY8-HDEQ,1
TVtnQyn3ka60r2t9xRwKPQ,0
UhDacdNThB72e2Owx_ZhQg,1
XUB8hp83Wv6AXou544uIlQ,1
Y2jqGbciWbkk9YsdfvtjPQ,0
FOMPEDx1Y4yw8Zyeww9zJQ,0
3uOxuJUnx72b86-3NKhX0A,0
cS7RpQt0MAUlcheCGo3iXw,1
rcjw4QjAbu1jvW6gSNvRlA,1
7-IwDKkQfPL9gLFaw-ypEg,1
fAuadisRgm3a2vAsVAm0Ng,1
6-AoulGwzWsmUe2IEGq3EA,0
owwc9Aq6NmK5KcmYj_4PAw,1
cj_9eTPR0JBqk9qt2VmzFw,0
-lnNW-CCQr1sYihWwQcG6A,0
tRSUE3l8T2ptsj4LMk8Ysw,1
Q8kpdYu_CO6FNP0brTz98w,1
3E5umUqaU5OZAV3jNLW3kQ,1
95n1khtGJ9ge-UlpqKf6VA,1
QWKwqPmjMj9E5F4W4fFwpw,0
Cy9LmQrY9rWwaNTSqxQn6A,0
dNmHrn9WgT1QOz6DkEWXlw,0
OSF8Iy5Xq-hAN4-zhDVS4w,0
Ixl5RYGCBrNGhvKz4YM97w,0
vHHHbPjhXtLApOmBoGWLww,1
sqj18NheItQq-PR9c4uM4g,1
ftvZ6BVmbZndKcVPEdakIQ,1
sEAKw3MZkER1u_1fzIeD3g,0
2mBYJY49vp-ICLptl-cktg,0
8PwwIQiWgRd2vRFVJihpJQ,0
jbbFyy2rl8x_7ssz-GifbQ,0
g1Z0WVj6ab9nnObX2VRUYg,0
KXXdrkLLl03evqeJZ9lV2Q,0
S5sKz-ZPOGOB9Zmfc9cnnw,1
PUOEIAp615ar5vbfF_rh6Q,0
Gj_3rd6cksrE7x9CYK3_3A,1
fwuWrhPXTrEh1qHWoi_xSw,0
WoLGuuAdU1W-0eMgKVm8Dw,0
MC4becrrM9ntmnfMrD9b0g,0
XMC8dNXGhenlAM9vCH31Kg,1
C-w-YpEoMnVdUJuapFj62A,0
LqW-9eVxW1aTRUN8lQwA6w,0
_1pJGqX6zwElaiaKGjvQ4A,0
D0UFqJq9rAM5GRKEollukQ,0
OpENRmFWo4BZXiAMCj9PFA,0
KPN2DrKYbRilqCLKAkijBg,1
mtWDFVtQPOgCjbMdD5w9xw,0
baVE8JIAUSASu4GctKy46g,0
UNnYvWgV7D32mHWQfBg2mQ,1
q2XI2hh3MuUGv1nesyhEuw,0
JPgBO-7imIPdc2XBkvynpQ,0
725JDJNs4lmn8a35PGliKA,0
UqVqvLZtd6hDoa2H7-KqKg,1
T0KzIROKNijGQFutw6XCmA,1
U_fKSFt7CpdcqyVEQsVX_Q,1
zNAWd2LyP1kcoHZeXRmZ5w,1
z43YYRBLh7itGkLCCJV7GA,0
mvfaUvuZMYurZcbbyn7m4w,0
dj9zOUWOeZzvyNbNBtgJuQ,1
NmXB2KhGXHKMCMAKILpCCA,1
Kry21krP3skfuPd6tPBhjg,1
Dcc2usxnfMolNp2f6sviDA,0
bY-4nSmbowNdAdrch0P9Tw,1
xB4NNFPFHYQIyGytHvObgQ,0
Z7e9JGm5eecaD4bGuC7b4A,1
F3pEdDg508NdFd3DV632JA,1
UF2VZtuv1-pAyiGvFBCgxg,1
wGwib7KvPzs5_6aPCk_Fzw,1
BJbNZirdM-5l3P371b-Low,0
9nBk3mCFXrwH8cpBqB5pFQ,1
-OgPshkZSGaxeqk_E-wtdg,1
k8vdpo7cRgg4CtRcxYEfrw,0
20tTlrcIZGEvbHigCt2sxQ,0
II5ddAZcux8Ffw6zuvY7FQ,1
HacQEkocmt_s1LWLpL343w,1
JNgodXiZIJOVMSg5_2aX5Q,1
ieour3mPrdGm1cCg1IwN8w,1
cDoo0Pf1d_P79Rq3ZNk-Mw,1
a_ciIZR8FKVtPU3G-UDvYA,1
kXd8FeSx753Hfjx9bD7K3A,1
GIHb9hhmyaAKGncuJMTI8g,0
w6PNMZYjOlDbZ_8nPa0aZQ,1
JPhHOqkTTMPiCdZQr192LA,1
iOa9y4U4HfwXLn8J95L7GA,1
q0tv7o043ZVn4pMr9Cqgmw,1
FaC1Fs80KlMlUFFWixJ0xQ,0
BQLqXmHBpfWkFUvplUPH8Q,0
eWPCHrPKJDZUqaHWv2EB3A,0
9vJOUVvCk7qqAqO87jMM9A,0
6JMrdDVIoQGQaHlfWFRoyA,1
_RaSewXYRY7QiIpb07iHWw,0
272a60ze8sADYRR6GyJ3GA,0
_MIW8ftAyF_SWNysZRP3Jw,1
ihcxI94xe1XC8va_Zb-M0w,0
pxk3liuqNhyo1WB_8ki6YA,0
mU4EnLW8Z6GRvA93HSwInQ,1
UrV2WIaiFHRI8xxOZ00g0w,0
TjgUGNiv7pHEYg1MInd9VQ,1
l3lAJgkvY8Az8Nftc-UQPw,0
7Z_VlPV5UKIZWkt8QhW8pw,1
EPpgy7JMNUVF1PPgNjeeuA,0
DeGSNRgk2sAfYbliAa6m2A,0
7lr_44em_QCyHEduOoeNcA,1
RCecFvaY8EWy9zP_0DkxTg,1
Jkjq2-DybUZdF0RWY8_cZg,1
ckevgV4hJkFrrXOUP_BYgQ,1
oreF3CPWsX2lHq0V4AZQKg,1
oGLcax_n3h1ZIDVHuC8HKA,1
c65l1HepL-5Zqh_2fJ7ezw,1
7cGiBx1s4W5GHC1SbAsmGA,0
SzSqIixooGRDUTWAndhBfg,1
G3Gmy8julCUqDIXBlnEULw,1
xqNpOnxY0XzdnUE4sjmg0w,0
W-qIJ7RWovi3cSfQDN_uxg,0
NMYod3y6JqQCggdGGXpkiQ,1
lh2ezG3kYADZ_y9qe8bkmg,1
4fjmhU4u0TObxZ98-k32gQ,1
9VBn6MsdNri2At1VxORHeA,1
z1S_5Av3RQT4o32iFWumkw,0
I-JJ3VIrZLJ4NybT5fdSNA,0
GWRGhxUKHRQ6KorbCWU6KA,0
ZtNhshv5ofqivOGiCslqTw,1
fm5uBhrS4aydI1vbQ-UXwg,1
XpZ1i9GLShFmJO6voy5qEQ,0
SEmWshxJlI3fU7bwHSvh0A,0
jwkrCBFkKPQFXBvP8NtQoA,1
0WBMEfqXQnEOAIkV-uCW6w,0
n8oJTalfZMLL3ruzz6Yj0g,1
f_rkKVZAGBLp5zYl263Sww,0
UUCfOj7dq2WFwJGxJK3cQQ,1
UsWmTXoqaEpTcmZHd8LvMQ,1
FiB1rfmgaED4mmHpOPdQXA,1
-gaC1Lf_i2nt4jtRsUJJfg,0
rq-jNRnX_CL9mNq55DO17w,1
BGK5N70oRV_o6RK7tDnlkw,1
bsGVvCtj8i2xGl15XX8Dxw,1
NGgHn-Mu2mSOaXS9e2dtvA,0
iX0XUpk34WqHfUuLjPhR9g,0
Td7sMSrTSlTnP-fy24_n3g,0
4FXnfuKRa1zUFfGTroO0FQ,1
rB2oA4evjVbZfv7kaPIkxw,0
gT-LT06uNhzO-5pP_kpqIg,0
1Ez7KzJ0U71iT-Dg4jvn-w,1
ybbcg01-j7tKJ_oLEY1uPQ,0
GsG8MTxo0Qp_WQCT33Bz5A,0
cfT6rmhWvUnbEqfKXhwxYw,1
CWkd_PmKOGjJuP1hxxjV3Q,0
5oVIydJLDwm9chThPU6zIA,1
flpyd0TJqBbN-7de_t7Byw,0
8rpkIPlk3gHGR2sULZbJAA,0
rSYstCu1yzS6Mu7TWcdqKw,1
h5TdULM3nc6IoqY4yOdZqg,0
1GGDOUgOR1o-rn5NN5Gq-A,0
CvWSPgrEMDwLMJOrD3WLVQ,0
yC4PR3LFCubwfcY_xKKomw,1
1ajhcZOHYsh3OXuJtri1qw,1
VvRtm2POP4_PhSnh5c9TSw,1
IhsCjWwPeG7_vhy3YPEBKw,1
X-kUbV4vqdFUHKx_t8OeaA,1
ld0max-y0Uba4gUDC9c4Yg,1
bdS2htYiW7e8vssQ1fCA4A,0
DvXpWBz5_-hZQuvu-RnSwQ,0
uYJ9m7nwPfOYmIMI5dJDPg,0
A2qLFBHihB80dQWVM_im3Q,1
SLD5QYRCOgP2UDscLyrcaw,1
P7ZGgKVE_sW5UHA4aNgc7Q,1
j3gHxxRLQP9LI10dyFBPIQ,1
uA5e1dtb-t85dl52Ruc5wQ,1
-zHyGS5Qt2geiHt5rySo7g,0
7Ay6b6TKazNn9xjufAzLbg,1
kcY31QpEvl8XDxc2ONSPMQ,0
vl-ke9lSGf0NBIP8LhI7Fg,0
cCXe5HNzFYKzSAOPUny6Wg,1
32Yq3M7r_kiO0TGHhSV98g,1
n8SkbCrvuwv1iHJyY4pnzw,0
SlBl7jXhgv85tkuoTz9IOw,1
Egn5h9fStvVKcFH7kaLQig,1
ivWqUfAW6tTJxfH4WO5wgQ,0
tLNfBkP_y3WHiIrB6z5svA,0
v_iKkdCtqVtf5XRsGgh2aA,1
NrJSy3dgcXErFtOKGREmnw,1
a9aW5e731lplWGHUZ02-zQ,1
drei9bJ5RWHYrDg2Xo3qpA,0
215QmhnXD0fOuiV8BMqJOg,0
buqepzYPSr2wVvRvKCHdTw,0
O6C7JA2Rnp0oBZHriqlTHw,0
GVZ4LdWsQ_-Q65E1VXwUJg,1
L23nB3EiC0OSfP8792Bk-Q,0
7hamK_UNg9nWTVA-411_1g,0
lNcWildu5RaR5vXHOUacjw,1
0HEezLfueKWLCy0Jeo6MiA,0
7sTYnCrftf2IG0-4x3CDeA,1
QZCAx1CM8Q5NSTc-8ProOA,0
4fhgdaPJVHwx4VeNWKYblQ,1
ZyGF_CK9bzWDS_n2v4ZeUA,1
JuP1gEJssyQ3H2aR9FqxQQ,0
SoRmfAhWgaf1ImrCfl0JVA,1
